ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Marcas,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Meta: _tf_flashsale_text,Meta: _tf_flashsale_text_2,Meta: cmplz_hide_cookiebanner,Meta: site-sidebar-layout,Meta: ast-site-content-layout,Meta: site-content-style,Meta: site-sidebar-style,Meta: theme-transparent-header-meta,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _alg_wc_wl_added_by_unregistered_users_count,Meta: adp_custom_product_attribute_0,Meta: adp_custom_product_attribute_1,Meta: adp_custom_product_attribute_2,Meta: adp_custom_product_attribute_3,Meta: _yoast_wpseo_primary_product_brand,Meta: astra-migrate-meta-layouts,Atributo por defecto 1,Meta: _alg_wc_wl_added_by_registered_users_count,Meta: adp_custom_product_attribute_4,Meta: adp_custom_product_attribute_5,Meta: adp_custom_product_attribute_6,Meta: adp_custom_product_attribute_7,Meta: adp_custom_product_attribute_8,Meta: adp_custom_product_attribute_9,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Meta: adp_custom_product_attribute_10,Meta: adp_custom_product_attribute_11,Meta: adp_custom_product_attribute_12,Meta: adp_custom_product_attribute_13,Meta: adp_custom_product_attribute_14,Meta: adp_custom_product_attribute_15,Meta: adp_custom_product_attribute_16,Meta: adp_custom_product_attribute_17,Meta: adp_custom_product_attribute_18,Meta: adp_custom_product_attribute_19,Meta: adp_custom_product_attribute_20,Meta: adp_custom_product_attribute_21,Meta: adp_custom_product_attribute_22,Meta: adp_custom_product_attribute_23,Meta: adp_custom_product_attribute_24,Meta: adp_custom_product_attribute_25,Meta: adp_custom_product_attribute_26,Meta: adp_custom_product_attribute_27,Meta: adp_custom_product_attribute_28,Meta: adp_custom_product_attribute_29,Meta: adp_custom_product_attribute_30,Meta: adp_custom_product_attribute_31,Meta: adp_custom_product_attribute_32,Meta: adp_custom_product_attribute_33,Meta: adp_custom_product_attribute_34
6608,variable,,,Rayos UVA,1,0,visible,"El tratamiento con rayos UVA ofrece un bronceado controlado y rápido mediante la exposición a luz ultravioleta en cabinas de bronceado. Este procedimiento mejora la apariencia de la piel, proporcionándole un tono bronceado uniforme. Se realiza bajo supervisión profesional, con protección ocular y siguiendo recomendaciones específicas para evitar riesgos como el envejecimiento prematuro de la piel y el aumento del riesgo de cáncer. Ideal para quienes buscan un bronceado estético sin la necesidad de exposición prolongada al sol.","El tratamiento con rayos UVA ofrece un bronceado controlado y rápido mediante la exposición a luz ultravioleta en cabinas de bronceado. Este procedimiento mejora la apariencia de la piel, proporcionándole un tono bronceado uniforme. Se realiza bajo supervisión profesional, con protección ocular y siguiendo recomendaciones específicas para evitar riesgos como el envejecimiento prematuro de la piel y el aumento del riesgo de cáncer. Ideal para quienes buscan un bronceado estético sin la necesidad de exposición prolongada al sol.",,,taxable,,1,,,0,0,,,,,1,,,,RAYOS UVA,Estética e Imagen,,https://cumbriabienestar.es/wp-content/uploads/2024/08/27776.jpg,,,,,,,,,0,,Tipo,"Sesión suelta, Bono 5 sesiones, Bono 10 sesiones",1,0,,,,default,default,default,default,default,405,90,1,2,Tipo:Sesión suelta,Tipo:Bono 5 sesiones,Tipo:Bono 10 sesiones,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6611,"variation, virtual",,,Rayos UVA - Sesión suelta,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,5",,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/27776.jpg,,,id:6608,,,,,,1,,Tipo,Sesión suelta,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6613,"variation, virtual",,,Rayos UVA - Bono 10 sesiones,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,40,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/27776.jpg,,,id:6608,,,,,,3,,Tipo,Bono 10 sesiones,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6614,variable,,,Manicura y Pedicura,1,0,visible,"Nuestras manos forman parte de nuestra carta de presentación ante los demás y debemos cuidarlas. Las uñas son las únicas joyas que permanecen, aun cuando el cuerpo está desnudo. La manicura y la pedicura te ayudarán a tener unas manos y unos pies más sanos y bonitos.","[elementor-template id=""7044""]",,,taxable,,1,,,0,0,,,,,1,,,,"BELLEZA - IMAGEN Maquillaje, BELLEZA - IMAGEN Maquillaje > Manicura y Pedicura",Estética e Imagen,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148766558.jpg,,,,,,,,,0,,Tipo,"Manicura básica, Manicura con parafina, Manicura Frances, Manicura + Esmaltado de uñas semi-permanente, Manicura + Esmaltado semi-permanente estilo Francesa, Decoración Artística de uñas (por uña), Esmaltado básico (solo pintar), Esmaltado estilo Francesa (solo pintar), Pedicura Básica, Pedicura con parafina, Pedicura Francesa, Pedicura + Esmaltado de uñas semi-permanente, Pedicura + Esmaltado semi-permanente estilo Francesa, Esmaltado semi-permanente de pies (solo pintar), Retirada Esmaltado semi-permanente",1,0,,,,default,default,default,default,default,466,,1,3,Tipo:Manicura básica,Tipo:Manicura con parafina,Tipo:Manicura Frances,Tipo:Manicura + Esmaltado de uñas semi-permanente,,set,,,Tipo:Manicura + Esmaltado semi-permanente estilo Francesa,Tipo:Decoración Artística de uñas (por uña),Tipo:Esmaltado básico (solo pintar),Tipo:Esmaltado estilo Francesa (solo pintar),Tipo:Pedicura Básica,Tipo:Pedicura con parafina,,,,,Tipo:Pedicura Francesa,Tipo:Pedicura + Esmaltado de uñas semi-permanente,Tipo:Pedicura + Esmaltado semi-permanente estilo Francesa,Tipo:Esmaltado semi-permanente de pies (solo pintar),Tipo:Retirada Esmaltado semi-permanente,,,,,,,,,,,,,,,,,,,,
6622,"variation, virtual",,,Manicura y Pedicura - Esmaltado básico (solo pintar),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148766558.jpg,,,id:6614,,,,,,3,,Tipo,Esmaltado básico (solo pintar),,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6623,"variation, virtual",,,Manicura y Pedicura - Manicura básica,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,12,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148766558.jpg,,,id:6614,,,,,,6,,Tipo,Manicura básica,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6624,"variation, virtual",,,Manicura y Pedicura - Pedicura Básica,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148766558.jpg,,,id:6614,,,,,,4,,Tipo,Pedicura Básica,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6626,"variation, virtual",,,Manicura y Pedicura - Pedicura Francesa,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148766558.jpg,,,id:6614,,,,,,5,,Tipo,Pedicura Francesa,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6632,variable,,,Maquillaje,1,0,visible,"Los efectos especiales del maquillaje obran el milagro de dejar lucir una piel luminosa, una mirada brillante, una boca jugosa y unas mejillas sonrosadas. La inspiración y el sentido de la estética forman parte de nuestro método de trabajo. Camuflar ojeras, iluminar la dermis, agrandar la mirada, borrar los signos de cansancio, dibujar un óvalo facial definido, presentar una boca atractiva…","[elementor-template id=""7040""]",,,taxable,,1,,,0,0,,,,,1,,,,"BELLEZA - IMAGEN Maquillaje, BELLEZA - IMAGEN Maquillaje > Maquillaje",,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148398671.jpg,,,,,,,,,0,,Tipo,"Maquillaje de día, Maquillaje de fiesta, Maquillaje de novias, Maquillaje de hombre, NOVIA (Prueba + maquillaje de Boda + Ampolla flash)",1,0,,,,default,default,default,default,default,408,,1,,Tipo:Maquillaje de día,Tipo:Maquillaje de fiesta,Tipo:Maquillaje de novias,Tipo:Maquillaje de hombre,,set,,,Tipo:NOVIA (Prueba + maquillaje de Boda + Ampolla flash),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6634,"variation, virtual",,,Maquillaje - Maquillaje de día,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148398671.jpg,,,id:6632,,,,,,1,,Tipo,Maquillaje de día,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635,"variation, virtual",,,Maquillaje - Maquillaje de fiesta,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,35,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148398671.jpg,,,id:6632,,,,,,2,,Tipo,Maquillaje de fiesta,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6636,"variation, virtual",,,Maquillaje - Maquillaje de novias,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,50,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148398671.jpg,,,id:6632,,,,,,3,,Tipo,Maquillaje de novias,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637,"variation, virtual",,,Maquillaje - Maquillaje de hombre,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148398671.jpg,,,id:6632,,,,,,4,,Tipo,Maquillaje de hombre,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638,"variation, virtual",,,Maquillaje - NOVIA (Prueba + maquillaje de Boda + Ampolla flash),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,95,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148398671.jpg,,,id:6632,,,,,,5,,Tipo,NOVIA (Prueba + maquillaje de Boda + Ampolla flash),,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6639,variable,,,Peluquería,1,0,visible,,"[elementor-template id=""7048""]",,,taxable,,1,,,0,0,,,,,1,,,,BELLEZA IMAGEN - Peluquería > Peluquería,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,,,,,,,0,,Tipo,"MUJER, HOMBRE, NIÑOS, TRABAJOS TÉCNICOS, MECHAS, TRATAMIENTO HIDRATACIÓN",1,0,,,,default,default,default,default,default,409,,1,,Tipo:MUJER,Tipo:HOMBRE,Tipo:NIÑOS,Tipo:TRABAJOS TÉCNICOS,,set,,,Tipo:MECHAS,Tipo:TRATAMIENTO HIDRATACIÓN,Concepto:Lavar y peinar cabello corto,Concepto:Lavar y peinar cabello medio,Concepto:Lavar y peinar cabello largo,Concepto:Extra largo o Extensiones,Concepto,"Lavar y peinar cabello corto, Lavar y peinar cabello medio, Lavar y peinar cabello largo, Extra largo o Extensiones, Lavar\, cortar y peinar cabello corto, Lavar\, cortar y peinar cabello medio, Lavar\, cortar y peinar cabello largo, Lavar y cortar, Corte de flequillos, Recogido, Semi-recogido, Peinado Ondas, Corte caballero, Color caballero, Corte de bebé, Corte de niño (hasta 10 años), Corte de niña (hasta 10 años), Corte de niña con secado (hasta 10 años), Tinte y peinar cabello corto, Tinte y peinar cabello medio, Tinte y peinar cabello largo, Tinte y lavar cabello corto, Tinte y lavar cabello medio, Tinte y lavar cabello largo, Mechas y peinar cabello corto*, Mechas y peinar cabello largo*, * Suplemento Matiz o Doble mechas, Mechas y lavar, Reparador\, etc.",1,0,"Concepto:Lavar, cortar y peinar cabello corto","Concepto:Lavar, cortar y peinar cabello medio","Concepto:Lavar, cortar y peinar cabello largo",Concepto:Lavar y cortar,Concepto:Corte de flequillos,Concepto:Recogido,Concepto:Semi-recogido,Concepto:Peinado Ondas,Concepto:Corte caballero,Concepto:Color caballero,Concepto:Corte de bebé,Concepto:Corte de niño (hasta 10 años),Concepto:Corte de niña (hasta 10 años),Concepto:Corte de niña con secado (hasta 10 años),Concepto:Tinte y peinar cabello corto,Concepto:Tinte y peinar cabello medio,Concepto:Tinte y peinar cabello largo,Concepto:Tinte y lavar cabello corto,Concepto:Tinte y lavar cabello medio,Concepto:Tinte y lavar cabello largo,Concepto:Mechas y peinar cabello corto*,Concepto:Mechas y peinar cabello largo*,Concepto:* Suplemento Matiz o Doble mechas,Concepto:Mechas y lavar,"Concepto:Reparador, etc."
6643,"variation, virtual",,,"Peluquería - MUJER, Lavar y peinar cabello corto",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,13,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,1,,Tipo,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Lavar y peinar cabello corto,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6644,"variation, virtual",,,"Peluquería - MUJER, Lavar y peinar cabello medio",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,15,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,2,,Tipo,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Lavar y peinar cabello medio,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6645,"variation, virtual",,,"Peluquería - MUJER, Lavar y peinar cabello largo",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,3,,Tipo,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Lavar y peinar cabello largo,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6646,"variation, virtual",,,"Peluquería - MUJER, Extra largo o Extensiones",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,4,,Tipo,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Extra largo o Extensiones,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6647,"variation, virtual",,,"Peluquería - MUJER, Lavar, cortar y peinar cabello corto",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,5,,Tipo,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,"Lavar\, cortar y peinar cabello corto",,0,,,,,,,,,,,,,,,,,,,,,,,,,
6648,"variation, virtual",,,"Peluquería - MUJER, Lavar, cortar y peinar cabello medio",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,6,,Tipo,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,"Lavar\, cortar y peinar cabello medio",,0,,,,,,,,,,,,,,,,,,,,,,,,,
6649,"variation, virtual",,,"Peluquería - MUJER, Lavar y peinar cabello largo",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,33,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,7,,Tipo,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Lavar y peinar cabello largo,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6650,"variation, virtual",,,"Peluquería - MUJER, Lavar y cortar",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,8,,Tipo,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Lavar y cortar,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6651,"variation, virtual",,,"Peluquería - MUJER, Corte de flequillos",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,9,,Tipo,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Corte de flequillos,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6652,"variation, virtual",,,"Peluquería - MUJER, Recogido",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,45,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,10,,Tipo,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Recogido,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6653,"variation, virtual",,,"Peluquería - MUJER, Semi-recogido",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,11,,Tipo,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Semi-recogido,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6654,"variation, virtual",,,"Peluquería - MUJER, Peinado Ondas",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,12,,Tipo,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Peinado Ondas,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6655,"variation, virtual",,,"Peluquería - HOMBRE, Corte caballero",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,12,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,13,,Tipo,HOMBRE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Corte caballero,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6656,"variation, virtual",,,"Peluquería - HOMBRE, Color caballero",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,14,,Tipo,HOMBRE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Color caballero,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6657,"variation, virtual",,,"Peluquería - NIÑOS, Corte de bebé",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,15,,Tipo,NIÑOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Corte de bebé,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6658,"variation, virtual",,,"Peluquería - NIÑOS, Corte de niño (hasta 10 años)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,8,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,16,,Tipo,NIÑOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Corte de niño (hasta 10 años),,0,,,,,,,,,,,,,,,,,,,,,,,,,
6659,"variation, virtual",,,"Peluquería - NIÑOS, Corte de niña (hasta 10 años)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,10,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,17,,Tipo,NIÑOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Corte de niña (hasta 10 años),,0,,,,,,,,,,,,,,,,,,,,,,,,,
6660,"variation, virtual",,,"Peluquería - NIÑOS, Corte de niña con secado (hasta 10 años)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,16,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,18,,Tipo,NIÑOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Corte de niña con secado (hasta 10 años),,0,,,,,,,,,,,,,,,,,,,,,,,,,
6661,"variation, virtual",,,"Peluquería - TRABAJOS TÉCNICOS, Tinte y peinar cabello corto",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,35,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,19,,Tipo,TRABAJOS TÉCNICOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Tinte y peinar cabello corto,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6662,"variation, virtual",,,"Peluquería - TRABAJOS TÉCNICOS, Tinte y peinar cabello medio",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,20,,Tipo,TRABAJOS TÉCNICOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Tinte y peinar cabello medio,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6663,"variation, virtual",,,"Peluquería - TRABAJOS TÉCNICOS, Tinte y peinar cabello largo",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,40,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,21,,Tipo,TRABAJOS TÉCNICOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Tinte y peinar cabello largo,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6664,"variation, virtual",,,"Peluquería - TRABAJOS TÉCNICOS, Tinte y lavar cabello corto",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,22,,Tipo,TRABAJOS TÉCNICOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Tinte y lavar cabello corto,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6665,"variation, virtual",,,"Peluquería - TRABAJOS TÉCNICOS, Tinte y lavar cabello medio",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,23,,Tipo,TRABAJOS TÉCNICOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Tinte y lavar cabello medio,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6666,"variation, virtual",,,"Peluquería - TRABAJOS TÉCNICOS, Tinte y lavar cabello largo",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,24,,Tipo,TRABAJOS TÉCNICOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Tinte y lavar cabello largo,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6667,"variation, virtual",,,"Peluquería - MECHAS, Mechas y peinar cabello corto*",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,40,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,25,,Tipo,MECHAS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Mechas y peinar cabello corto*,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6668,"variation, virtual",,,"Peluquería - MECHAS, Mechas y peinar cabello largo*",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,55,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,26,,Tipo,MECHAS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Mechas y peinar cabello largo*,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6669,"variation, virtual",,,"Peluquería - MECHAS, * Suplemento Matiz o Doble mechas",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,8,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,27,,Tipo,MECHAS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,* Suplemento Matiz o Doble mechas,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6670,"variation, virtual",,,"Peluquería - MECHAS, Mechas y lavar",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,28,,Tipo,MECHAS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,Mechas y lavar,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6671,variation,,,"Peluquería - TRATAMIENTO HIDRATACIÓN, Reparador, etc.",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2149230939.jpg,,,id:6639,,,,,,29,,Tipo,TRATAMIENTO HIDRATACIÓN,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepto,"Reparador\, etc.",,0,,,,,,,,,,,,,,,,,,,,,,,,,
